Name,Platform,Year_of_Release,Genre,Publisher,TOTAL_SALES_2019,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Critic_Score,User_Score,Developer,Rating
everGirl,GBA,2005,Adventure,THQ,0.07,0.05,0.02,,0,,,THQ,E
The King of Fighters 02/03,PS2,2005,Fighting,SNK,0.07,0.03,0.03,,0.01,,,SNK Corporation,T
Centipede / Breakout / Warlords,GBA,2005,Misc,"Destination Software, Inc",0.07,0.05,0.02,,0,5.6,,Epicenter Interactive,E
Armored Core: Nine Breaker,PS2,2005,Simulation,Agetec,0.07,0.03,0.03,,0.01,,,From Software,T
Karaoke Revolution Party,XB,2005,Misc,Konami,0.07,0.05,0.01,,0,,,Harmonix Music Systems,E10
Gunstar Super Heroes,GBA,2005,Shooter,Sega,0.07,0.05,0.02,,0,8,,"Treasure Co., Ltd.",E10
Worms Forts: Under Siege,XB,2005,Strategy,Sega,0.07,0.05,0.01,,0,,,Team17 Software,T
187: Ride or Die,XB,2005,Racing,Ubisoft,0.06,0.05,0.01,,0,,,Ubisoft Paris,M
RPG Maker 3,PS2,2005,Role-Playing,Agetec,0.06,0.03,0.02,,0.01,7,,Runtime,E10
Zatch Bell! Mamodo Battles,GC,2005,Fighting,Bandai,0.06,0.05,0.01,,0,7,,Eighting,T
World Poker Tour,XB,2005,Misc,2K Sports,0.06,0.05,0.01,,0,,,2K Sports,E
NanoBreaker,PS2,2005,Action,Konami,0.06,0.03,0.02,,0.01,,,Konami Computer Entertainment Tokyo,M
Frogger: Helmet Chaos,DS,2005,Platform,Konami,0.06,0.06,0,,0,,,Konami Computer Entertainment Hawaii,E
Rayman: Hoodlum's Revenge,GBA,2005,Platform,Ubisoft,0.06,0.05,0.02,,0,6.2,,Ubisoft,E
Mobile Suit Gundam Seed: Never Ending Tomorrow,PS2,2005,Shooter,Bandai,0.06,0.03,0.02,,0.01,,,Bec,T
Tokobot,PSP,2005,Platform,Tecmo,0.06,0.06,0,,0,,,Tecmo,E
Arc the Lad: End of Darkness,PS2,2005,Role-Playing,Namco,0.06,0.03,0.02,,0.01,,,Cattle Call,T
Land of the Dead: Road to Fiddler's Green,XB,2005,Shooter,Groove Games,0.06,0.05,0.01,,0,,,Brainbox Games,M
Osu! Tatakae! Ouendan,DS,2005,Misc,Nintendo,0.06,,,0.06,,,,iNiS,
Strike Force Bowling,GC,2005,Sports,Crave Entertainment,0.06,0.05,0.01,,0,,,Lab Rats Games,E
Tecmo Classic Arcade,XB,2005,Misc,Tecmo,0.06,0.05,0.01,,0,,,Tecmo,E
2 Games in 1: Sonic Pinball Party & Columns Crown,GBA,2005,Misc,Sega,0.06,0.04,0.02,,0,,,Various,
Shonen Jump's One Piece: Grand Battle,GC,2005,Fighting,Namco Bandai,0.06,0.05,0.01,,0,,,Ganbarion,T
Shonen Jump's Shaman King: Legacy of the Spirits - Soaring Hawk/Sprinting Wolf,GBA,2005,Action,Konami,0.06,0.04,0.02,,0,,,Konami,E
Cold Fear,XB,2005,Action,Ubisoft,0.06,0.05,0.01,,0,,,Darkworks,M
Call of Cthulhu: Dark Corners of the Earth,XB,2005,Adventure,2K Games,0.06,0.05,0.01,,0,,,Headfirst Productions,M
Mega Man Battle Network 5: Double Team DS (US sales),DS,2005,Role-Playing,Capcom,0.06,0.06,,,,,,Capcom,E
Call of Duty 2,PC,2005,Shooter,Activision,0.06,0,0.05,,0.01,7,,Infinity Ward,T
Serious Sam II,XB,2005,Shooter,2K Games,0.06,0.05,0.01,,0,,,Croteam,M
Flipnic: Ultimate Pinball,PS2,2005,Misc,Capcom,0.06,0.03,0.02,,0.01,,,Sony Computer Entertainment,E
Tokyo Xtreme Racer Advance,GBA,2005,Racing,Crave Entertainment,0.06,0.04,0.02,,0,,,David A. Palmer Productions,E
Combat Elite: WWII Paratroopers,PS2,2005,Shooter,SouthPeak Interactive,0.06,0.03,0.02,,0.01,,,BattleBorne,T
Mobile Suit Gundam: Gundam vs. Zeta Gundam,PS2,2005,Shooter,Bandai,0.06,0.03,0.02,,0.01,,,Capcom,T
Ford Racing 3,GBA,2005,Racing,"Destination Software, Inc",0.06,0.04,0.02,,0,,,Visual Impact,E
Hi Hi Puffy AmiYumi: Kaznapped,GBA,2005,Action,D3 Publisher,0.06,0.04,0.02,,0,,,Altron,E
Trapt,PS2,2005,Action,Tecmo,0.06,0.03,0.02,,0.01,,,Paon Corporation,M
Splat Renegade Paintball,XB,2005,Sports,Take-Two Interactive,0.06,0.04,0.01,,0,,,Cat Daddy Games,T
Worms 3D,XB,2005,Strategy,Sega,0.06,0.04,0.01,,0,,,Team17 Software,T
PoPoLoCrois,PSP,2005,Role-Playing,Agetec,0.06,0.05,0,,0,,,G-Artists,E
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,DS,2005,Action,Konami,0.06,0.05,0,,0,,,Konami,E
Dig Dug: Digging Strike,DS,2005,Puzzle,Namco,0.06,0.05,0,,0,,,Namco,E
Racing Gears Advance,GBA,2005,Racing,"Orbital Media, Inc.",0.06,0.04,0.02,,0,,,"Orbital Media, Inc.",E
NTRA Breeders' Cup World Thoroughbred Championships,XB,2005,Simulation,Bethesda Softworks,0.06,0.04,0.01,,0,,,4J Studios,E
Constantine,XB,2005,Action,THQ,0.06,0.04,0.01,,0,,,Bits Studios,M
Nanostray,DS,2005,Shooter,Majesco,0.06,0.05,0,,0,,,Shin'en GmbH,E
FIFA Street,GC,2005,Sports,EA Sports BIG,0.06,0.04,0.01,,0,,,EA Canada,E
Viewtiful Joe: Red Hot Rumble,GC,2005,Action,Capcom,0.06,0.04,0.01,,0,6.2,,Clover Studio,T
Pump It Up: Exceed,PS2,2005,Misc,Mastiff,0.06,0.03,0.02,,0.01,,,Andamiro U.S.A. Corp.,T
Scrabble Blast!,GBA,2005,Misc,DSI Games,0.06,0.04,0.01,,0,,,Visual Impact,E
FIFA Soccer 06,DS,2005,Sports,EA Sports,0.06,0.05,0,,0,,,Exient Entertainment,E
Dance Dance Revolution: Mario Mix (JP sales),GC,2005,Simulation,Nintendo,0.06,,,0.05,0,7.5,,Konami,E
Friends: The One with All the Trivia,PS2,2005,Misc,Warner Bros. Interactive,0.06,0.03,0.02,,0.01,,,Artech Studios,T
Rebelstar: Tactical Command,GBA,2005,Strategy,Namco,0.05,0.04,0.01,,0,,,Codo Games,E10
Dynasty Warriors 5,XB,2005,Action,KOEI,0.05,0.04,0.01,,0,,,Omega Force,T
The Sims 2: University,PC,2005,Simulation,Electronic Arts,0.05,0.01,0.04,,0,,,Maxis,T
Myst IV: Revelation,XB,2005,Adventure,Ubisoft,0.05,0.04,0.01,,0,,,Ubisoft Montreal,T
Legend of Kay,PS2,2005,Action,Capcom,0.05,0.03,0.02,,0.01,7.2,,Neon Studios,E10
Pinball Hall of Fame: The Gottlieb Collection,GC,2005,Misc,Crave Entertainment,0.05,0.04,0.01,,0,,,FarSight Studios,E
Sigma Star Saga,GBA,2005,Role-Playing,Namco,0.05,0.04,0.01,,0,,,WayForward Technologies,E10
Armored Core: Formula Front Extreme Battle,PSP,2005,Simulation,Agetec,0.05,0.05,,,0,6.7,,From Software,T
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,DS,2005,Adventure,Activision,0.05,0.05,,,0,,,Humagade,E
Rave Master,GC,2005,Fighting,Konami,0.05,,,0.05,0,6.8,,Konami,T
Medal of Honor: European Assault (weekly JP sales),PS2,2005,Shooter,Electronic Arts,0.05,,,0.05,,,,Electronic Arts,T
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,GC,2005,Platform,Global Star Software,0.05,0.04,0.01,,0,,,High Voltage Software,E10
Star Wars: Republic Commando,PC,2005,Shooter,LucasArts,0.05,,0.05,,0,,,LucasArts,T
Ty the Tasmanian Tiger 3: Night of the Quinkan,GBA,2005,Action,Activision,0.05,0.04,0.01,,0,,,Krome Studios,E10
World Series of Poker,GC,2005,Misc,Activision,0.05,0.04,0.01,,0,4.7,,Activision Value,E10
Finny the Fish & the Seven Waters,PS2,2005,Sports,Natsume,0.05,0.02,0.02,,0.01,,,SCEI,E
Crime Life: Gang Wars,XB,2005,Action,Konami,0.05,0.04,0.01,,0,,,Hothouse Creations,M
Rugby 2005,XB,2005,Sports,EA Sports,0.05,0.04,0.01,,0,,,HB Studios Multimedia,E
Taito Legends,XB,2005,Misc,Sega,0.05,0.04,0.01,,0,,,Empire Oxford,T
American Chopper 2: Full Throttle,GC,2005,Racing,Activision,0.05,0.04,0.01,,0,,,Creat Studio,T
American Chopper 2: Full Throttle,XB,2005,Racing,Activision,0.05,0.04,0.01,,0,,,Creat Studio,T
Guild Wars Trilogy,PC,2005,Role-Playing,NCSoft,0.05,0,0.04,,0.01,,,ArenaNet,T
Frogger: Ancient Shadow,GC,2005,Platform,Konami,0.05,0.04,0.01,,0,,,Hudson Soft,E
Raze's Hell,XB,2005,Shooter,Majesco,0.05,0.04,0.01,,0,,,Artech Studios,M
Tom Clancy's Rainbow Six: Lockdown,GC,2005,Shooter,Ubisoft,0.05,0.04,0.01,,0,,,Red Storm Entertainment,M
The Berenstain Bears and the Spooky Old Tree,GBA,2005,Platform,Namco,0.05,0.03,0.01,,0,,,Program-Ace,E
The Bible Game,XB,2005,Misc,Crave Entertainment,0.05,0.03,0.01,,0,,,Crave Entertainment,E
Summon Night Craft Sword Monogatari: Hajimari no Ishi,GBA,2005,Role-Playing,Banpresto,0.04,,,0.04,0,,,Flight-Plan,
Nihon Pro Mahjong Kishikai Kanshuu: Pro Ni Naru Mahjong DS,DS,2005,Misc,Success,0.04,,,0.04,,,,Success,
Millipede / Super Breakout / Lunar Lander,GBA,2005,Misc,DSI Games,0.04,0.03,0.01,,0,,,Gravity-I,E
Operation Flashpoint: Elite,XB,2005,Shooter,Codemasters,0.04,0.03,0.01,,0,,,Bohemia Interactive,T
Trollz: Hair Affair!,GBA,2005,Misc,Ubisoft,0.04,0.03,0.01,,0,,,Powerhead Games,E
D.C.F.S.: Da Capo Four Seasons,PS2,2005,Adventure,Kadokawa Shoten,0.04,,,0.04,,,,Kadokawa Shoten,
Chicken Shoot,GBA,2005,Adventure,Zoo Digital Publishing,0.04,0.03,0.01,,0,,,Zuxxez,E10
Dai Senryaku VII: Modern Military Tactics,XB,2005,Strategy,Kemco,0.04,0.03,0.01,,0,,,SystemSoft,E
Red Ninja: End of Honor,PS2,2005,Action,VU Games,0.04,0.02,0.02,,0.01,,,Tranji,M
Outlaw Tennis,XB,2005,Sports,Global Star Software,0.04,0.03,0.01,,0,,,Hypnotix,M
Jissen Pachislot Hisshouhou! Hokuto no Ken DS,DS,2005,Misc,Sega,0.04,,,0.04,,,,Sammy Studios,
Metal Slug 4 & 5,XB,2005,Shooter,SNK Playmore,0.04,0.03,0.01,,0,,,BrezzaSoft,T
Yourself Fitness,PS2,2005,Sports,responDESIGN,0.04,0.02,0.02,,0.01,,,"responDESIGN, Inc.",E
Capcom Fighting Evolution,XB,2005,Fighting,Capcom,0.04,0.03,0.01,,0,,,Capcom Production Studio 2,T
Aeon Flux,PS2,2005,Action,Majesco,0.04,0.02,0.02,,0.01,,,Terminal Reality,T
Shattered Union,XB,2005,Strategy,2K Games,0.04,0.03,0.01,,0,,,PopTop Software,T
Worms 4: Mayhem,XB,2005,Strategy,Majesco,0.04,0.03,0.01,,0,,,Team17 Software,T
Imperial Glory,PC,2005,Strategy,Eidos Interactive,0.04,,0.04,,0,,,Pyro Studios,T
Kidou Gekidan Haro Ichiza Gundam Mahjong DS: Oyaji nimo Agarareta koto nai noni!,DS,2005,Misc,Bandai,0.04,,,0.04,,,,Microvision,
Outlaw Volleyball Remixed,PS2,2005,Sports,Global Star Software,0.04,0.02,0.01,,0,,,Hypnotix,M
Stolen,PS2,2005,Action,Hip Interactive,0.04,0.02,0.01,,0,,,Blue 52,T
Super Army War,GBA,2005,Action,Atlus,0.04,0.03,0.01,,0,,,Atlus Co.,T
Texas Hold 'Em Poker DS,DS,2005,Misc,Majesco,0.04,0.03,,,0,,,Skyworks Technologies,E
Big Mutha Truckers,GBA,2005,Racing,DSI Games,0.04,0.03,0.01,,0,5,,Raylight Studios,E10
The Movies,PC,2005,Simulation,Lionhead Studios,0.04,0.01,0.03,,0,8.2,,Lionhead Studios,T
Garfield: The Search for Pooky,GBA,2005,Platform,Game Factory,0.04,0.03,0.01,,0,,,InterActive Vision Games,E
Gumby vs. the Astrobots,GBA,2005,Action,Namco,0.04,0.03,0.01,,0,,,Torus Games,E
Without Warning,PS2,2005,Shooter,Capcom,0.04,0.02,0.01,,0,,,CiRCLE Studio,M
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,XB,2005,Action,Konami,0.04,0.03,0.01,,0,,,Konami,E10
Beatdown: Fists of Vengeance,XB,2005,Action,Capcom,0.04,0.03,0.01,,0,,,Cavia Inc.,M
Flow: Urban Dance Uprising,PS2,2005,Misc,Ubisoft,0.04,0.02,0.01,,0,,,Artificial Mind and Movement,T
Obscure,XB,2005,Adventure,DreamCatcher Interactive,0.04,0.03,0.01,,0,,,Hydravision Entertainment,M
MX World Tour Featuring Jamie Little,XB,2005,Racing,Crave Entertainment,0.03,0.03,0.01,,0,,,Impulse Games,E
Puyo Pop Fever(us sales),DS,2005,Puzzle,Atlus,0.03,0.03,0,,,,,Sega,E
Care Bears - Care Quest,GBA,2005,Action,Game Factory,0.03,0.02,0.01,,0,,,Flashpoint Games,EC
Zatch Bell! Electric Arena,GBA,2005,Fighting,Bandai,0.03,0.02,0.01,,0,4.4,,Eighting,E10
Sky Dancers,GBA,2005,Action,Crave Entertainment,0.03,0.02,0.01,,0,,,Crave,E
Cabela's Dangerous Hunts 2,GC,2005,Sports,Activision,0.03,0.03,0.01,,0,6.5,,FUN Labs,T
"Crouching Tiger, Hidden Dragon",GBA,2005,Action,Ubisoft,0.03,0.02,0.01,,0,5.9,,Ubisoft,T
Special Forces: Nemesis Strike,XB,2005,Shooter,Hip Interactive,0.03,0.03,0.01,,0,,,Asobo Studio,M
Cabela's Outdoor Adventures,GC,2005,Sports,Activision,0.03,0.03,0.01,,0,,,MagicWand,T
Backyard NFL Football 2006,GBA,2005,Sports,Atari,0.03,0.02,0.01,,0,5.5,,Humongous Entertainment,E
Hello Kitty: Roller Rescue,PC,2005,Action,Empire Interactive,0.03,,0.03,,0,,,XPEC,
James Pond: Codename Robocod,GBA,2005,Platform,Valcon Games,0.03,0.02,0.01,,0,,,Vectordean,E
Electroplankton,DS,2005,Misc,Nintendo,0.03,0.01,0,0.02,0,,,Indies Zero,E
Driv3r,GBA,2005,Racing,Atari,0.03,0.02,0.01,,0,,,Velez & Dubail,T
Elf Bowling 1 & 2,GBA,2005,Sports,Ignition Entertainment,0.03,0.02,0.01,,0,1.4,,Ignition Entertainment,T
Tork: Prehistoric Punk,XB,2005,Platform,Ubisoft,0.03,0.02,0.01,,0,,,Tiwak SAS,E
Chicken Shoot 2,GBA,2005,Adventure,"Destination Software, Inc",0.03,0.02,0.01,,0,,,Zuxxez,E10
Totally Spies!,GBA,2005,Platform,Atari,0.03,0.02,0.01,,0,,,Mistic Software,E
Ultimate Block Party,PSP,2005,Puzzle,Conspiracy Entertainment,0.03,0.03,0,,0,,,MagicPot,E
Digimon World 4,XB,2005,Role-Playing,Bandai,0.03,0.02,0.01,,0,,,Bandai,E
S.L.A.I.: Steel Lancer Arena International,PS2,2005,Simulation,Konami,0.03,0.01,0.01,,0,,,Genki,T
Graffiti Kingdom,PS2,2005,Role-Playing,Hot-B,0.03,0.01,0.01,,0,7.2,,Garakuta-Studio,E
Combat Elite: WWII Paratroopers,XB,2005,Shooter,SouthPeak Interactive,0.03,0.02,0.01,,0,,,BattleBorne,T
Klonoa 2: Dream Champ Tournament,GBA,2005,Platform,Namco,0.03,0.02,0.01,,0,8.1,,Namco,E
Golden Nugget Casino / Texas Hold 'Em Double Pack,GBA,2005,Misc,Majesco,0.03,0.02,0.01,,0,,,Majesco Games,E
Marble Madness / Klax,GBA,2005,Puzzle,DSI Games,0.03,0.02,0.01,,0,,,Frame Studios Interactive,E
Atomic Betty,GBA,2005,Puzzle,Namco,0.03,0.02,0.01,,0,6,,Big Blue Bubble,E
Virtual Pool: Tournament Edition,XB,2005,Sports,Global Star Software,0.03,0.02,0.01,,0,,,Celeris,E
Popeye: Rush for Spinach,GBA,2005,Platform,Namco,0.03,0.02,0.01,,0,,,Magic Pockets,E
Empire Earth II,PC,2005,Strategy,VU Games,0.03,,0.03,,0,8,,Mad Doc Software,
Knights of Honor,PC,2005,Strategy,Paradox Interactive,0.03,,0.03,,0,,,Black Sea Studios,E10
DICE: DNA Integrated Cybernetic Enterprises,PS2,2005,Shooter,Bandai,0.03,0.01,0.01,,0,,,Natsume,E10
Kong: King of Atlantis,GBA,2005,Action,Majesco,0.03,0.02,0.01,,0,,,Skyworks Technologies,E
Ganbare Goemon: Toukai Douchuu Ooedo Tengurigaeshi no Maki,DS,2005,Action,Konami,0.03,,,0.03,,,,Konami,
The King of Fighters 02/03,XB,2005,Fighting,SNK Playmore,0.03,0.02,0.01,,0,,,SNK Playmore Corporation,T
Animaniacs: The Great Edgar Hunt,GC,2005,Platform,Ignition Entertainment,0.03,0.02,0.01,,0,,,Warthog,E
Frogger: Ancient Shadow,XB,2005,Platform,Konami,0.03,0.02,0.01,,0,,,Hudson Soft,E
Franklin the Turtle,GBA,2005,Misc,Game Factory,0.03,0.02,0.01,,0,,,Artex Software,EC
Gauntlet / Rampart,GBA,2005,Misc,DSI Games,0.03,0.02,0.01,,0,4,,EC Interactive Games,E
The King of Fighters: Maximum Impact - Maniax,XB,2005,Fighting,SNK Playmore,0.03,0.02,0.01,,0,,,SNK Playmore Corporation,T
Judge Dredd: Dredd Vs Death,PS2,2005,Shooter,Evolved Games,0.03,0.01,0.01,,0,,,Rebellion Developments,M
Dungeon Siege II,PC,2005,Role-Playing,Microsoft Game Studios,0.02,,0.02,,0,,,Gas Powered Games,M
Spy Hunter / Super Sprint,GBA,2005,Racing,DSI Games,0.02,0.02,0.01,,0,,,DSI Games,E
SWAT 4,PC,2005,Shooter,Sierra Entertainment,0.02,,0.02,,0,,,Irrational Games,M
Neverwinter Nights Diamond,PC,2005,Role-Playing,Atari,0.02,,0.02,,0,,,BioWare Corp.,M
Battlefield 2: Modern Combat(JP sales),PS2,2005,Shooter,Electronic Arts,0.02,,,0.02,,,,Digital Illusions,T
Jikkyou Powerful Pro Yakyuu 12 Ketteiban,GC,2005,Sports,Konami,0.02,,,0.02,0,,,PawaPuro Production,
Virtua Tennis: World Tour (jp sales),PSP,2005,Sports,Sega,0.02,,,0.02,,,,Sumo Digital,E
Cold War,XB,2005,Shooter,DreamCatcher Interactive,0.02,0.02,0.01,,0,,,Mindware Studios,T
Disney's Magical Quest 3 Starring Mickey and Donald,GBA,2005,Action,Capcom,0.02,0.02,0.01,,0,6.5,,Capcom Entertainment,E
"Ed, Edd n Eddy: The Mis-Edventures",XB,2005,Platform,Midway Games,0.02,0.02,0.01,,0,,,A2M,E
Ty the Tasmanian Tiger 3: Night of the Quinkan,XB,2005,Action,Activision,0.02,0.02,0.01,,0,6.2,,Krome Studios,E10
Total Overdose: A Gunslinger's Tale in Mexico,XB,2005,Shooter,Eidos Interactive,0.02,0.02,0.01,,0,,,Deadline Games,M
Stronghold 2 Deluxe,PC,2005,Strategy,2K Games,0.02,,0.02,,0,,,FireFly Studios,
American McGee presents ScrapLand,XB,2005,Adventure,Enlight,0.02,0.02,0,,0,,,Mercury Steam Entertainment,T
Namco Museum Battle Collection (JP sales),PSP,2005,Misc,Namco,0.02,,,0.02,,,,Namco Tales Studio,E10
Zathura,XB,2005,Adventure,2K Games,0.02,0.02,0,,0,,,High Voltage Software,E10
Falcon 4.0: Allied Force,PC,2005,Simulation,Graphsim Entertainment,0.02,,0.02,,0,,,Lead Pursuit,T
Quake 4,PC,2005,Shooter,Activision,0.02,,0.02,,0,8.1,,id Software / Raven Software,M
Indigo Prophecy,PC,2005,Adventure,Atari,0.02,,0.02,,0,,,Quantic Dream,M
Iron Phoenix,XB,2005,Fighting,Sega,0.02,0.02,0,,0,,,InterServ International,T
The Sims: Complete Collection,PC,2005,Simulation,Electronic Arts,0.02,0.01,0.01,,0,,,Maxis,T
2 in 1 Combo Pack: Sonic Mega Collection Plus / Super Monkey Ball Deluxe,XB,2005,Misc,Sega,0.02,0.02,0,,0,,,Sega,E
SBK: Snowboard Kids,DS,2005,Sports,Atlus,0.02,0.02,0,,0,,,"in-glove Co., ltd",E
Nicktoons Collection: Game Boy Advance Video Volume 3,GBA,2005,Misc,Majesco,0.02,0.01,0.01,,0,,,Majesco Games,
Shonen Jump's Shaman King: Master of Spirits 2,GBA,2005,Role-Playing,Konami,0.02,0.01,0.01,,0,,,Konami,E10
Chicago Enforcer,XB,2005,Shooter,Kemco,0.02,0.02,0,,0,,,Touchdown Entertainment,M
Motocross Mania 3,XB,2005,Racing,2K Games,0.02,0.01,0,,0,,,Deibus Studios,T
Pump It Up: Exceed,XB,2005,Misc,Mastiff,0.02,0.01,0,,0,,,Andamiro U.S.A. Corp.,T
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,XB,2005,Platform,Global Star Software,0.02,0.01,0,,0,,,High Voltage Software,E10
Starship Troopers,PC,2005,Shooter,Empire Interactive,0.02,,0.02,,0,,,Strangelite,M
Elf Bowling 1 & 2,DS,2005,Sports,Ignition Entertainment,0.02,0.02,,,0,,,Ignition Entertainment,T
Red Ninja: End of Honor,XB,2005,Action,VU Games,0.02,0.01,0,,0,,,Tranji,M
TMNT: Mutant Melee,XB,2005,Fighting,Konami,0.02,0.01,0,,0,,,Konami Computer Entertainment Hawaii,T
Ultimate Puzzle Games,GBA,2005,Puzzle,Telegames,0.02,0.01,0,,0,,,"Telegames, Inc.",E
Virtua Quest,PS2,2005,Role-Playing,Sega,0.02,0.01,0.01,,0,,,Artificial Mind and Movement,T
Heroes of the Pacific,PC,2005,Simulation,Ubisoft,0.02,,0.02,,0,,,IR Gurus Interactive,T
Golden Nugget Casino DS,DS,2005,Misc,Majesco,0.02,0.02,,,0,,,SkyRiver Studios,T
Without Warning,XB,2005,Shooter,Capcom,0.02,0.01,0,,0,,,CiRCLE Studio,M
Top Gear RPM Tuning,XB,2005,Racing,Kemco,0.02,0.01,0,,0,4.9,,Babylon Software,T
Namco Museum 50th Anniversary (JP sales),PS2,2005,Misc,Namco,0.02,,,0.02,,,,Digital Eclipse,E10
Judge Dredd: Dredd Vs Death,XB,2005,Shooter,Evolved Games,0.02,0.01,0,,0,,,Rebellion Developments,M
The Incredibles: Rise of the Underminer,PC,2005,Platform,THQ,0.02,0.01,,,0,6.7,,Heavy Iron Studios,E10
Dragon Booster,DS,2005,Shooter,Konami,0.02,0.02,0,,0,,,Konami Computer Entertainment Hawaii,E
LEGO Star Wars: The Video Game,PC,2005,Action,Eidos Interactive,0.02,,0.01,,0,7.8,,Traveller's Tales,E
Rayman 10th Anniversary,GBA,2005,Platform,Ubisoft,0.02,0.01,0,,0,,,Ubisoft,E
Sniper Elite,PC,2005,Shooter,Namco,0.02,,0.01,,0,7.4,,Rebellion Developments,M
Space Invaders Revolution,DS,2005,Shooter,Mastiff,0.01,0.01,0,,0,,,Taito Corporation,E
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,XB,2005,Adventure,Activision,0.01,0.01,0,,0,,,FUN Labs,E
World Poker Tour,GBA,2005,Misc,2K Sports,0.01,0.01,0,,0,,,Backbone Emeryville,E
Aeon Flux,XB,2005,Action,Majesco,0.01,0.01,0,,0,,,Terminal Reality,T
Codename: Panzers Phase Two,PC,2005,Strategy,CDV Software Entertainment,0.01,,0.01,,0,,,Stormregion,
Serious Sam II,PC,2005,Shooter,2K Games,0.01,,0.01,,0,,,Croteam,M
Wallace & Gromit: Curse of the Were-Rabbit,XB,2005,Adventure,Konami,0.01,0.01,0,,0,,,Frontier Developments,E
Rave Master: Special Attack Force!,GBA,2005,Fighting,Konami,0.01,0.01,0,,0,,,Konami Computer Entertainment Japan,T
Super Robot Monkey Team: Game Boy Advance Video Volume 1,GBA,2005,Misc,Majesco,0.01,0.01,0,,0,,,Majesco Games,
Duel Masters: Shadow of the Code,GBA,2005,Misc,Atari,0.01,0.01,0,,0,,,Mistic Software,E
Whac-A-Mole,GBA,2005,Puzzle,Activision,0.01,0.01,0,,0,,,DC Studios,E
Virtua Quest,GC,2005,Role-Playing,Sega,0.01,0.01,0,,0,5.4,,Artificial Mind and Movement,T
Shin Sangoku Musou 4 Special,X360,2005,Action,KOEI,0.01,,,0.01,,,,Omega Force,
Snood 2: On Vacation,GBA,2005,Puzzle,DSI Games,0.01,0.01,0,,0,,,Rebellion Developments,E
Mark Davis Pro Bass Challenge,GC,2005,Sports,Natsume,0.01,0.01,0,,0,,,SIMS,E
Gun,PC,2005,Shooter,Activision,0.01,,0.01,,0,,,Neversoft Entertainment,M
MotoGP 3: Ultimate Racing Technology,XB,2005,Racing,THQ,0.01,0.01,0,,0,,,Climax Group,E
Colin McRae Rally 2005 plus,PSP,2005,Racing,Codemasters,0.01,,0,0.01,0,,,Six by Nine,
Stolen,PC,2005,Action,Hip Interactive,0.01,,0.01,,0,,,Blue 52,T
World Snooker Challenge 2005,PSP,2005,Sports,Sega,0.01,,0.01,,0,,,Blade Interactive,
Hugo: The Evil Mirror,GBA,2005,Action,Namco,0.01,0.01,0,,0,5.9,,ITE Media,E
X-Men Legends II: Rise of Apocalypse,PC,2005,Role-Playing,Activision,0.01,0.01,,,0,7.9,,Raven Software,T
Harry Potter and the Goblet of Fire,PC,2005,Adventure,Electronic Arts,0.01,,0.01,,0,6.7,,Electronic Arts,E10
Tiger Woods PGA Tour 06,PC,2005,Sports,EA Sports,0.01,0.01,0,,0,,,EA Sports,E
Killer 3D Pool,GBA,2005,Misc,"Destination Software, Inc",0.01,0.01,0,,0,,,Gravity-I,E
Chaos Field,GC,2005,Shooter,O3 Entertainment,0.01,0.01,0,,0,,,MileStone Inc.,E
Ultimate Spider-Man,PC,2005,Action,Activision,0.01,0.01,,,0,,,Beenox,T
Championship Manager 5,PC,2005,Sports,Eidos Interactive,0,,0,,0,,,Beautiful Game Studios,
F1 Grand Prix,PSP,2005,Racing,Sony Computer Entertainment,0,,0,,0,6,,Traveller's Tales,
Diplomacy,PC,2005,Strategy,Paradox Interactive,0,,0,,0,,,Paradox Interactive,E
Tetris: The Grand Master Ace,X360,2005,Puzzle,AQ Interactive,0,,,0,,,,Arika,
The Sims 2 Holiday Edition,PC,2005,Simulation,Electronic Arts,0,,0,,0,2,,Maxis,T
Blitzkrieg Anthology,PC,2005,Strategy,CDV Software Entertainment,0,,0,,0,,,Nival Interactive,T
Spikeout: Battle Street,XB,2005,Action,Sega,0,0,0,,0,,,Dimps Corporation / Amusement Vision,T
Thief: Deadly Shadows,PC,2005,Misc,Eidos Interactive,0,,0,,0,,,Ion Storm,
Driv3r,PC,2005,Racing,Atari,0,,0,,0,,,Reflections Interactive,M
World Snooker Championship 2005,PC,2005,Sports,Sega,0,,0,,0,,,Blade Interactive,
Fired Up,PSP,2005,Action,Sony Computer Entertainment,0,,0,,0,,,SCEE London Studio,
Brothers In Arms: Earned in Blood,PC,2005,Shooter,Ubisoft,0,,0,,0,,,Gearbox Software,M
Myst V: End of Ages,PC,2005,Adventure,Ubisoft,0,,0,,0,,,Cyan Worlds,
F.E.A.R.,PC,2005,Shooter,Sierra Entertainment,0,,0,,0,,,Monolith Productions,M
Tom Clancy's Splinter Cell: Chaos Theory,PC,2005,Action,Ubisoft,0,,0,,0,,,Ubisoft Montreal,M
Prince of Persia: The Two Thrones,PC,2005,Adventure,Ubisoft,0,,0,,0,,,Ubisoft Montreal,M
